Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,57,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,65,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,66,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,62,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
11035F,"WINN ARMY COMMUNITY HOSPITAL, FT. STEWART",1061 HARMON AVENUE,FORT STEWART,GA,31314,LIBERTY,(912) 435-6633,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,610,,35%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,74,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,83,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,83,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,75,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,71,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,90,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,56,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,61,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,53,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,1,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,63,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
12001F,"TRIPLER ARMY MEDICAL CENTER, FT. SHAFTER",1 JARRETT WHITE ROAD,HONOLULU,HI,96859,HONOLULU,(808) 433-2778,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,2031,,36%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,80,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,86,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,87,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,78,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,75,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,91,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,60,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,71,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,75,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,76,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
17002F,"IRWIN ARMY COMMUNITY HOSPITAL, FT. RILEY",650 HUEBNER ROAD,FORT RILEY,KS,66442,GEARY,(785) 239-7000,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,402,,34%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,81,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,84,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,85,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,75,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,73,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,88,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,59,,951,,35%,,7/1/2016,6/30/2017
18003F,"BLANCHFIELD ARMY COMMUNITY HOSPITAL, FT. CAMPBELL",650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MONTGOMERY,(270) 798-8400,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,951,,35%,,7/1/2016,6/30/2017
